LotArea,OverallQual,OverallCond,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,Heating,HeatingQC,CentralAir,Bedrooms,Kitchens,KitchenQual,TotalRooms,Functional,GarageCars,PavedDrive,Fence,MiscFeature,MiscVal,SalePrice
16158,7,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,260000
6120,4,7,TA,TA,BrkTil,TA,TA,GasA,Ex,True,3,1,Gd,6,Typ,1,Y,,,0,133000
7200,7,7,TA,TA,BrkTil,Fa,TA,GasA,Ex,True,4,1,Gd,8,Typ,2,N,,,0,157000
16905,5,6,TA,Gd,CBlock,TA,TA,GasA,Gd,True,2,1,TA,5,Typ,1,P,,,0,170000
13891,9,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,4,1,Ex,12,Typ,3,Y,,,0,582933
7449,7,7,TA,TA,PConc,TA,TA,GasA,Ex,True,3,1,Gd,6,Typ,1,N,GdPrv,,0,139400
32463,4,4,TA,Gd,CBlock,TA,TA,GasA,Ex,True,3,1,TA,7,Typ,4,Y,,,0,168000
10800,5,8,TA,TA,CBlock,Fa,TA,GasA,Gd,True,3,1,Gd,7,Min1,2,Y,,Shed,500,170000
9600,6,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,,,0,119000
12085,8,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,3,1,Ex,7,Typ,3,Y,,,0,318000
9135,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,214000
7500,7,5,TA,TA,PConc,TA,TA,GasA,Gd,True,3,1,Gd,7,Typ,2,Y,,,0,189000
14157,9,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,3,1,Gd,8,Typ,3,Y,,,0,377426
21750,5,4,TA,Fa,Slab,,,GasA,TA,True,3,1,TA,9,Min1,2,Y,GdPrv,,0,115000
12000,7,7,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,Fa,7,Typ,1,Y,,,0,174500
8600,6,6,TA,TA,BrkTil,TA,TA,GasA,TA,True,3,1,TA,7,Typ,1,N,,,0,119500
1533,4,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,0,Y,,,0,97000
10859,5,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,TA,6,Typ,2,Y,,,0,145000
12393,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,8,Typ,2,Y,,,0,195000
11143,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,8,Typ,2,Y,,,0,340000
10678,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,9,Typ,2,Y,,,0,285000
27650,7,7,TA,TA,CBlock,Gd,TA,GasA,Ex,True,4,1,Gd,9,Typ,2,Y,,,0,242000
4928,6,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,2,1,TA,5,Typ,2,Y,,,0,128000
10000,5,6,TA,TA,CBlock,Gd,TA,GasA,Gd,True,3,1,Gd,5,Typ,2,Y,MnPrv,,0,157000
10680,5,3,TA,TA,CBlock,TA,Fa,GasA,TA,False,4,1,TA,7,Mod,2,Y,MnPrv,,0,137900
7252,5,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,2,1,TA,5,Typ,2,Y,,,0,134900
7018,5,5,TA,Fa,Slab,,,GasA,TA,True,4,2,TA,8,Typ,2,Y,,,0,118964
8400,5,6,TA,Gd,CBlock,TA,TA,GasA,TA,True,3,1,TA,5,Typ,1,Y,,,0,145000
7150,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,5,Typ,1,Y,GdWo,,0,100000
10382,7,6,TA,TA,CBlock,Gd,TA,GasA,Ex,True,3,1,TA,7,Typ,2,Y,,Shed,350,200000
7200,4,5,TA,TA,Slab,,,Wall,Fa,False,2,2,TA,6,Typ,2,Y,,,0,90000
9600,5,6,TA,TA,CBlock,TA,TA,GasA,Gd,True,2,1,TA,5,Typ,1,Y,,,0,128900
8176,5,6,TA,TA,CBlock,TA,TA,GasA,Fa,True,3,1,TA,6,Typ,1,Y,,,0,139000
7000,6,6,TA,Gd,BrkTil,Fa,TA,GasA,Gd,True,2,1,TA,6,Min1,1,Y,,,0,112000
13693,9,5,Ex,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Ex,9,Typ,3,Y,,,0,380000
8197,6,5,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,7,Typ,2,Y,MnPrv,,0,143500
6911,5,5,TA,TA,PConc,TA,TA,GasA,TA,True,2,1,Fa,5,Min1,2,Y,,,0,100000
10400,6,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,4,1,TA,8,Min2,2,Y,,,0,165150
9600,5,7,Gd,TA,CBlock,TA,TA,GasA,Gd,True,3,1,Gd,5,Typ,1,Y,,,0,147000
9317,6,5,Gd,TA,PConc,Gd,TA,GasA,Gd,True,3,1,Gd,6,Typ,2,Y,,,0,176432
7200,7,5,Gd,TA,PConc,Gd,Gd,GasA,Ex,True,2,1,Gd,5,Typ,2,Y,,,0,187750
12257,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,9,Typ,3,Y,,,0,290000
7677,5,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,2,1,TA,4,Typ,1,Y,,,0,110000
9600,6,8,TA,TA,CBlock,Gd,TA,GasA,Ex,True,3,1,TA,6,Typ,2,Y,,,0,181500
13700,7,6,TA,TA,CBlock,TA,TA,GasA,TA,True,4,1,Gd,8,Typ,2,Y,GdPrv,,0,201800
10708,5,5,Gd,TA,CBlock,TA,TA,GasA,Ex,True,2,1,TA,7,Typ,1,Y,GdWo,,0,190000
7920,6,7,TA,Fa,CBlock,TA,TA,GasA,TA,True,3,1,Fa,6,Typ,0,N,MnPrv,,0,89500
8820,5,6,TA,TA,BrkTil,TA,TA,GasA,TA,True,2,1,TA,7,Typ,2,Y,MnWw,,0,124900
13682,10,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,3,1,Gd,10,Typ,3,Y,,,0,438780
8000,5,4,TA,TA,CBlock,TA,TA,GasA,Ex,False,6,2,TA,10,Typ,0,Y,,,0,141000
8246,5,8,TA,Gd,CBlock,TA,TA,GasA,Ex,True,3,1,Gd,6,Typ,1,Y,MnPrv,,0,154000
9600,6,7,Gd,Gd,CBlock,TA,TA,GasA,Ex,True,3,1,TA,7,Typ,2,Y,,,0,187000
16692,7,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,5,1,Gd,12,Typ,2,Y,MnPrv,TenC,2000,250000
6240,5,7,TA,TA,PConc,TA,TA,GasA,TA,True,3,1,TA,8,Typ,2,P,,,0,162900
16259,9,5,TA,TA,PConc,Ex,Gd,GasA,Ex,True,4,1,Gd,9,Typ,3,Y,,,0,342643
7500,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,176000
14585,6,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,181900
11287,7,6,Gd,TA,CBlock,Gd,TA,GasA,Gd,True,3,1,Gd,7,Typ,2,Y,,,0,228500
1491,4,6,TA,TA,CBlock,Gd,TA,GasA,Ex,True,1,1,TA,3,Typ,0,Y,,,0,75500
21535,10,6,Ex,TA,PConc,Ex,TA,GasA,Ex,True,4,1,Ex,10,Typ,3,Y,,,0,755000
9120,7,6,TA,Gd,PConc,TA,TA,GasA,Ex,True,4,1,TA,8,Typ,1,N,GdPrv,,0,184000
3072,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,,,0,178740
4590,8,5,Gd,TA,PConc,Gd,Gd,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,,,0,209500
8640,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,229456
9098,4,7,TA,TA,BrkTil,TA,TA,GasA,Ex,True,2,1,TA,5,Typ,0,N,,,0,86000
9069,6,6,TA,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,5,Typ,2,Y,,,0,147000
15870,5,5,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,6,Typ,1,Y,,,0,138800
9587,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,5,Typ,2,Y,,,0,190000
9760,6,8,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,Gd,7,Typ,2,Y,MnWw,,0,187000
9492,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,,,0,105000
14006,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,192500
9204,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,,,0,124000
10659,5,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,,,0,136500
9084,5,6,TA,TA,CBlock,TA,Fa,GasA,TA,False,3,1,TA,5,Typ,1,Y,,,0,95000
5062,7,5,Gd,TA,CBlock,Gd,TA,GasA,Gd,True,3,1,Gd,6,Min1,2,Y,,,0,207500
6270,5,6,TA,TA,CBlock,TA,TA,GasA,TA,False,4,2,TA,8,Typ,3,Y,,,0,145000
9750,6,8,TA,TA,CBlock,Gd,TA,GasA,Gd,True,3,1,TA,6,Typ,2,Y,,,0,151000
35133,5,4,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,TA,5,Typ,3,Y,,,0,186700
4800,4,7,TA,TA,CBlock,TA,TA,GasA,Ex,True,2,1,TA,5,Typ,2,Y,,,0,109900
13101,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,6,2,TA,10,Typ,2,Y,,,0,142600
11639,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,182000
53504,8,5,Ex,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Ex,12,Mod,3,Y,,,0,538000
7200,6,5,Gd,TA,PConc,Gd,TA,GasA,Gd,True,2,1,Gd,5,Typ,2,Y,,,0,185000
12003,8,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,4,1,Ex,8,Typ,3,Y,,,0,269500
10562,8,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,3,1,Ex,8,Typ,3,Y,,,0,325624
11435,8,7,TA,TA,PConc,Gd,TA,GasA,Fa,True,3,1,Gd,7,Typ,2,Y,,,0,230000
10918,7,9,Gd,TA,BrkTil,Gd,TA,GasA,Ex,True,3,1,Gd,9,Typ,1,Y,MnPrv,,0,234000
11414,7,8,TA,Gd,BrkTil,Gd,TA,GasA,TA,False,3,1,Gd,8,Typ,2,Y,GdPrv,,0,167500
18800,6,5,TA,TA,PConc,Gd,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,,,0,190000
12394,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,225000
9500,6,5,TA,TA,CBlock,Gd,TA,GasA,Gd,True,3,1,TA,6,Typ,2,Y,,,0,159000
8791,6,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,207500
3922,7,5,Gd,TA,PConc,Ex,TA,GasA,Ex,True,2,1,Gd,7,Typ,3,Y,,,0,194201
11361,6,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,3,1,TA,7,Typ,2,Y,MnPrv,,0,180000
7837,6,7,Gd,TA,PConc,Gd,TA,GasA,Gd,True,3,1,TA,7,Typ,2,Y,,,0,178000
9600,7,6,TA,TA,CBlock,TA,TA,GasA,Fa,True,3,1,TA,6,Typ,2,Y,,,0,175500
4388,5,7,TA,Gd,BrkTil,TA,TA,GasA,Ex,True,3,1,TA,5,Typ,0,N,,,0,87000
9382,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,191000
11333,6,5,TA,TA,PConc,Gd,TA,GasA,TA,True,3,1,TA,5,Typ,2,Y,,,0,146800
13515,6,6,TA,TA,PConc,TA,TA,GasA,Ex,True,3,1,TA,8,Typ,2,N,GdPrv,,0,180500
7060,7,5,TA,Gd,PConc,Gd,Gd,GasA,Ex,True,2,2,TA,8,Typ,4,Y,,,0,206300
10000,6,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,5,Typ,2,Y,,,0,160000
13125,7,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,,,0,219500
13300,5,7,TA,TA,CBlock,Gd,TA,GasA,TA,True,2,1,TA,4,Typ,1,Y,,,0,132000
21000,6,5,TA,Gd,CBlock,Gd,TA,GasA,TA,True,3,1,Gd,7,Typ,2,Y,MnPrv,,0,217000
4435,6,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,1,1,Gd,3,Typ,2,Y,,,0,155900
3880,5,9,TA,Gd,CBlock,TA,TA,GasA,Gd,True,2,1,Gd,4,Typ,0,Y,,,0,110500
8769,9,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,1,1,Ex,7,Typ,3,Y,,,0,367294
9750,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,213000
7244,5,7,TA,Gd,CBlock,Gd,TA,GasA,Ex,True,2,1,TA,5,Typ,2,Y,,,0,129500
11241,6,7,TA,TA,CBlock,TA,TA,GasA,Ex,True,2,1,TA,5,Typ,2,Y,,Shed,700,149000
11100,4,7,TA,TA,CBlock,,,GasA,Ex,True,2,1,Gd,6,Typ,1,Y,,,0,84900
11075,6,5,TA,TA,CBlock,Fa,TA,GasA,TA,True,4,1,TA,9,Typ,2,Y,,,0,206900
14200,7,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,4,1,Gd,8,Typ,2,Y,GdPrv,,0,226000
7917,6,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,TA,7,Typ,2,Y,,,0,175000
7200,5,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,2,1,TA,4,Typ,2,Y,,,0,140000
8712,5,7,TA,Gd,CBlock,TA,TA,GasA,TA,True,2,1,TA,5,Typ,1,Y,,,0,153000
8712,5,5,Fa,TA,CBlock,TA,TA,GasA,TA,False,2,1,Fa,4,Typ,2,N,,Shed,54,55993
5250,8,5,TA,Gd,BrkTil,TA,Fa,OthW,Fa,False,4,1,TA,8,Typ,0,Y,,,0,122000
13907,5,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,6,Typ,0,Y,,,0,108000
9830,5,7,TA,Gd,CBlock,TA,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,162000
10175,6,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,TA,7,Typ,2,Y,,,0,180500
10197,6,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,,,0,163000
8400,2,5,TA,TA,CBlock,TA,Fa,GasA,TA,False,1,1,Fa,3,Typ,1,N,,,0,60000
9042,7,9,Ex,Gd,Stone,TA,Gd,GasA,Ex,True,4,1,Gd,9,Typ,1,Y,GdPrv,Shed,2500,266500
10004,6,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,2,Y,,,0,167000
10320,6,7,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,7,Typ,1,Y,MnPrv,,0,135000
11000,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,8,Typ,3,Y,,,0,248000
7015,5,4,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,Gd,5,Typ,1,Y,,,0,110000
1680,6,5,TA,TA,CBlock,TA,TA,GasA,TA,True,2,1,TA,4,Typ,1,Y,,,0,85400
9937,5,7,TA,Gd,PConc,TA,TA,GasA,Ex,True,3,1,TA,7,Typ,2,Y,MnPrv,,0,167000
9760,6,6,TA,TA,CBlock,TA,TA,GasA,TA,True,4,1,TA,7,Typ,2,Y,,,0,167900
15576,6,7,TA,TA,BrkTil,Gd,TA,GasA,Ex,True,4,1,TA,8,Typ,1,Y,,,0,177000
14000,6,8,TA,Gd,CBlock,TA,TA,GasA,Ex,True,3,1,Gd,6,Typ,1,Y,GdPrv,,0,158500
3182,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,4,Typ,2,Y,,,0,151000
8089,8,6,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,7,Typ,2,Y,,,0,392000
9066,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,3,Y,GdPrv,,0,230000
9638,6,7,TA,TA,PConc,TA,TA,GasA,Ex,True,4,1,Gd,10,Min2,1,Y,,,0,169000
2160,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,4,Typ,2,Y,,,0,160000
4920,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,,,0,213500
10215,4,5,TA,TA,PConc,TA,TA,GasA,Ex,True,3,1,TA,5,Typ,1,Y,,,0,111000
6000,5,5,TA,Fa,BrkTil,TA,TA,GasA,Ex,True,4,1,TA,7,Typ,0,P,,,0,102000
26178,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,4,1,Gd,9,Typ,2,Y,,,0,335000
11249,6,5,Gd,Gd,PConc,Gd,Gd,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,177500
14803,10,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,2,1,Ex,7,Typ,3,Y,,,0,385000
8544,3,4,TA,TA,Slab,,,Wall,Fa,False,2,2,TA,6,Typ,2,Y,,,0,92900
5720,5,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,5,Typ,1,Y,,,0,66500
13811,6,6,TA,TA,CBlock,Gd,Gd,GasA,Gd,True,2,1,Gd,5,Typ,2,Y,,,0,176000
11275,7,7,Gd,Gd,CBlock,Gd,TA,GasA,Ex,True,5,1,Gd,11,Typ,2,Y,,,0,242000
21930,5,5,Gd,TA,PConc,Gd,Gd,GasA,Ex,True,4,1,TA,7,Typ,2,Y,,,0,192140
10800,7,7,TA,TA,BrkTil,Gd,TA,GasW,Fa,False,2,1,TA,6,Typ,2,N,,,0,163000
11988,6,7,TA,TA,CBlock,TA,TA,GasA,Fa,True,3,1,TA,6,Typ,1,Y,,,0,188700
10410,5,7,TA,TA,CBlock,Fa,TA,GasA,Ex,True,3,1,TA,8,Min2,1,N,MnPrv,,0,135000
13728,6,7,TA,TA,CBlock,TA,TA,GasA,Ex,True,4,1,Gd,7,Typ,2,Y,,,0,235000
13860,8,7,Gd,TA,CBlock,Gd,TA,GasA,Gd,True,4,1,Ex,9,Typ,2,Y,MnPrv,,0,345000
6000,4,6,TA,TA,BrkTil,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,,,0,128000
12438,8,5,Ex,TA,PConc,Ex,Gd,GasA,Ex,True,4,1,Ex,10,Typ,3,Y,,,0,361919
9900,6,7,TA,TA,BrkTil,TA,TA,GasA,TA,True,3,1,TA,7,Typ,1,Y,GdWo,,0,139500
12354,6,8,TA,TA,BrkTil,TA,Fa,GasA,Gd,True,3,1,Gd,7,Typ,2,Y,GdPrv,Shed,800,110000
5063,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,,,0,207500
9120,6,6,Gd,TA,CBlock,TA,TA,GasA,TA,True,4,1,Gd,8,Typ,2,Y,,,0,185000
10140,7,5,TA,TA,PConc,Gd,TA,GasA,TA,True,4,1,TA,8,Typ,2,Y,GdWo,,0,162900
10594,5,5,TA,TA,BrkTil,TA,TA,Grav,Fa,False,2,1,TA,5,Typ,1,Y,MnPrv,,0,96500
9100,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,5,Typ,2,Y,,,0,129900
5925,4,7,TA,TA,BrkTil,Fa,TA,GasA,TA,True,2,1,TA,7,Typ,2,Y,MnPrv,,0,89471
8500,5,3,TA,TA,CBlock,TA,TA,GasA,TA,True,2,1,TA,6,Typ,2,Y,GdWo,,0,98600
9135,6,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,200000
10200,5,7,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,TA,6,Typ,2,Y,GdWo,,0,144900
11880,7,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,3,1,TA,7,Typ,2,Y,,,0,157000
4043,6,5,TA,TA,CBlock,Gd,TA,GasA,TA,True,2,1,TA,4,Typ,2,Y,,,0,127500
12243,5,6,TA,TA,CBlock,Gd,TA,GasA,Gd,True,3,1,TA,7,Typ,2,Y,,,0,175000
7134,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Min1,2,Y,MnPrv,,0,130000
8750,5,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,5,Typ,2,Y,MnPrv,,0,148500
6240,6,6,TA,TA,BrkTil,TA,Fa,GasA,TA,True,3,1,TA,6,Typ,1,Y,,,0,127500
8280,6,5,TA,TA,CBlock,TA,TA,GasA,Ex,True,2,1,Gd,4,Typ,1,Y,GdPrv,,0,124000
7740,4,7,TA,TA,CBlock,Fa,TA,GasA,Gd,True,3,1,TA,6,Typ,2,Y,,,0,125500
13891,10,5,Ex,TA,PConc,Ex,Gd,GasA,Ex,True,2,1,Ex,7,Typ,3,Y,,,0,465000
10000,5,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,6,Typ,1,Y,GdWo,Shed,400,131400
25000,5,4,TA,TA,CBlock,TA,TA,GasA,TA,True,4,2,TA,8,Typ,2,P,,,0,143000
10120,7,4,Fa,TA,CBlock,TA,TA,GasA,TA,False,4,2,TA,9,Typ,1,N,MnPrv,,0,122000
8814,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,203000
10921,4,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,P,,,0,94750
9548,7,6,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,237000
6000,3,7,TA,Gd,CBlock,TA,TA,GasA,Ex,True,2,1,TA,6,Typ,1,Y,,,0,120000
8525,5,6,TA,TA,PConc,TA,TA,GasA,TA,False,4,1,TA,7,Typ,0,N,,,0,130000
8410,5,3,TA,Fa,PConc,TA,TA,GasA,TA,True,5,1,TA,8,Typ,0,N,,,0,81000
10793,5,5,TA,TA,CBlock,TA,TA,GasA,Ex,True,4,1,TA,7,Min1,2,Y,GdWo,,0,152000
57200,5,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,7,Min1,2,N,,,0,160000
7024,5,5,TA,TA,PConc,Ex,Gd,GasA,Gd,True,2,1,TA,5,Typ,2,Y,,,0,157000
9337,6,5,TA,Gd,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,204750
9000,7,9,TA,Gd,PConc,TA,TA,GasA,Ex,True,3,1,TA,7,Typ,2,Y,,,0,143000
4435,6,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,1,1,Gd,3,Typ,2,Y,,,0,136500
36500,5,5,TA,Gd,CBlock,TA,TA,GasA,Fa,True,4,1,TA,7,Typ,2,N,,,0,190000
5362,5,6,TA,TA,PConc,TA,TA,GasA,Ex,True,3,1,TA,8,Typ,2,Y,,,0,139000
11003,10,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,3,1,Ex,10,Typ,3,Y,,,0,310000
1890,6,5,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,7,Typ,1,Y,,,0,113000
11988,6,6,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,6,Typ,1,Y,,,0,150000
8892,5,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,TA,6,Typ,2,Y,,,0,126500
11070,7,5,TA,TA,CBlock,TA,TA,GasA,Gd,True,5,2,TA,9,Typ,3,Y,,,0,171000
1680,6,5,TA,TA,CBlock,TA,TA,GasA,TA,True,2,1,TA,5,Typ,1,Y,,,0,94500
9142,6,8,TA,Fa,Stone,Fa,TA,GasA,Gd,False,4,2,Fa,9,Typ,1,Y,,,0,137000
5825,4,5,TA,Gd,PConc,Fa,TA,GasA,Gd,True,1,1,TA,5,Typ,2,Y,,,0,79900
8520,5,4,TA,Fa,CBlock,TA,TA,GasA,Fa,True,4,1,TA,6,Typ,2,Y,MnPrv,,0,166000
4403,7,5,Ex,TA,PConc,Ex,TA,GasA,Ex,True,2,1,Gd,7,Typ,2,Y,,,0,222000
9742,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,230000
9600,6,5,TA,TA,BrkTil,TA,TA,Grav,Fa,False,2,1,TA,5,Typ,0,N,,,0,79000
7200,4,5,TA,TA,Slab,,,GasA,TA,True,2,1,TA,4,Typ,2,Y,,,0,109900
7558,6,6,TA,TA,BrkTil,TA,TA,GasA,Gd,True,3,1,TA,9,Typ,2,Y,,,0,177000
8740,5,6,TA,TA,CBlock,TA,TA,GasA,TA,True,2,1,TA,4,Typ,2,Y,,,0,137000
10240,6,6,TA,Gd,CBlock,Gd,TA,GasA,TA,True,3,1,TA,7,Typ,2,Y,,,0,207500
5310,6,8,TA,Gd,CBlock,TA,Fa,GasA,Gd,True,2,1,Gd,5,Typ,1,Y,,,0,117000
10769,8,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,212000
12342,4,5,TA,TA,CBlock,TA,TA,GasA,Ex,True,1,1,TA,4,Typ,2,Y,,,0,82500
13517,6,8,Gd,TA,CBlock,TA,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,130500
8814,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,8,Typ,2,Y,,,0,220000
13125,5,4,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,8,Maj1,2,Y,GdPrv,,0,155000
11160,7,5,Gd,TA,CBlock,TA,TA,GasA,Ex,True,3,1,Ex,8,Typ,2,Y,,,0,244000
11200,6,5,Gd,TA,CBlock,Gd,TA,GasA,TA,True,3,1,Gd,5,Typ,2,Y,,,0,180000
7577,6,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,2,1,Gd,6,Typ,2,Y,,,0,194700
7931,5,6,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,6,Typ,1,Y,,,0,155000
8544,5,6,TA,TA,CBlock,TA,TA,GasA,Gd,True,3,1,Gd,6,Typ,1,Y,MnPrv,,0,149350
12546,6,7,Gd,Gd,CBlock,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,182900
7500,7,5,TA,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,0,Y,,,0,141000
20781,7,7,TA,TA,CBlock,TA,TA,GasA,TA,True,3,1,TA,9,Typ,2,Y,,,0,262500
5395,8,5,Gd,TA,PConc,Gd,TA,GasA,Gd,True,2,1,Gd,5,Typ,2,Y,,,0,180000
7861,6,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,7,Typ,2,Y,,,0,183200
8658,6,5,TA,TA,CBlock,TA,TA,GasA,Ex,True,3,1,TA,6,Typ,2,Y,GdWo,,0,160000
12803,7,5,Gd,TA,PConc,Gd,TA,GasA,Ex,True,3,1,Gd,6,Typ,2,Y,,,0,221000
